"ID","level","contour_value","depth_label","corridor_id","buffer_distance","nominal_corridor_width","overlap_policy","area_m2","slope_deg"
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,77.4277710790391
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.4489358764065
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,81.3643446746177
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,81.5625206926773
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,81.4386586574064
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,77.0438211659372
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,80.7919233599764
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,77.1581423554063
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.3862658794911
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.8568428187085
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,77.6429892979663
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,75.2220098322534
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,75.6932323824804
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,NA
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,26.9908697419666
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,24.0527850298138
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,22.7957731549733
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,21.9760359957456
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,16.8270290651323
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,10.1849647771785
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,8.17081106847881
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,11.7692509582282
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,16.7744168633048
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,21.0972232258086
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,24.1043752400359
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,24.80572691258
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,23.9505883936416
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,24.3440043430563
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,33.0272106371838
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,52.4874593764176
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,63.485769274874
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,74.4650969037636
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.7478076411254
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,80.5393175386133
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,81.6499854588009
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,80.5208904606774
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,79.5824297852349
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,81.7159527259675
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,83.2731620223151
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,83.6193883443789
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,83.2597531178233
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,82.6174060539108
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,81.6276640991397
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,80.3354312967374
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,75.1553003001755
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,80.0899895530619
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,79.9879486800705
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,79.3670145006703
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,67.1138333658593
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,62.0763778065139
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,63.8804498875123
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,64.5626501980688
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,62.4915869298692
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,59.5671896320567
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,NA
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,27.8697309563911
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,25.2530742598336
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,15.2708410920713
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,16.9032009718011
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,19.9333936025423
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,20.3053260691337
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,17.729423215078
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,15.5376162277385
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,19.1740191637266
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,23.7331804975862
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,26.0510741549324
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,29.3229063082412
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,34.1088483306342
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,37.8433566391588
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,40.2407248735005
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,37.8592698918832
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,32.327393877665
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,34.9621744959932
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,65.7448262512978
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,76.5032196659394
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.2565111069992
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.7918693942753
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.702218519579
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,77.5459614365487
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.6844962967737
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,78.362176013461
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,75.5034019242654
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,77.7629840652247
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,76.3055470585128
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,76.4395671132419
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,77.4610628395076
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,77.8008977374583
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,76.936385252685
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,74.126840557734
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,67.0755982067548
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,73.173336139831
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,74.5268184766806
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,71.9749674052488
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,61.430510459995
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,61.2073705238759
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,64.7242388687568
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,64.3857065871854
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,61.8026036289993
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,59.1580986408671
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,26.1259462701964
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,20.6880770315049
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,16.0721344897477
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,17.9545234010007
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,18.673527207494
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,17.9680039538214
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,19.0829464629218
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,20.3014015579373
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,21.6607987852249
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,24.5642283809362
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,28.7950562129044
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,33.313098513791
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,33.3563227172524
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,39.0167047764891
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,49.2393683081096
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,49.8607711800436
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,45.74253136852
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,53.4960572229952
1,-100,-100,"-100",1,20,40,"independent_may_overlap",176953.025483732,60.7003438252435
